subject_id,timestamp,hr,hrv,steps,sleep_flag,device_model
subj_01,2025-05-03T08:50:00,86,33,0,0,model_X
subj_01,2025-05-03T08:51:00,71,43,0,0,model_X
subj_01,2025-05-03T08:52:00,59,62,0,0,model_X
subj_01,2025-05-03T08:53:00,58,73,3,0,model_X
subj_01,2025-05-03T08:54:00,75,66,8,0,model_X
subj_01,2025-05-03T08:55:00,75,59,4,0,model_X
subj_01,2025-05-03T08:56:00,80,16,2,0,model_X
subj_01,2025-05-03T08:57:00,62,13,0,0,model_X
subj_01,2025-05-03T08:58:00,58,43,31,0,model_X
subj_01,2025-05-03T08:59:00,55,41,19,0,model_X
subj_01,2025-05-03T09:00:00,67,22,0,0,model_X
subj_01,2025-05-03T09:01:00,68,66,0,0,model_X
subj_01,2025-05-03T09:02:00,61,50,0,0,model_X
subj_01,2025-05-03T09:03:00,70,79,11,0,model_X
subj_01,2025-05-03T09:04:00,72,42,2,0,model_X
subj_01,2025-05-03T09:05:00,64,55,0,0,model_X
subj_01,2025-05-03T09:06:00,91,69,23,0,model_X
subj_01,2025-05-03T09:07:00,89,48,0,0,model_X
subj_01,2025-05-03T09:08:00,85,64,0,0,model_X
subj_01,2025-05-03T09:09:00,67,45,0,0,model_X
subj_01,2025-05-03T09:10:00,72,41,16,0,model_X
subj_01,2025-05-03T09:11:00,78,58,23,0,model_X
subj_01,2025-05-03T09:12:00,88,62,0,0,model_X
subj_01,2025-05-03T09:13:00,72,46,0,0,model_X
subj_01,2025-05-03T09:14:00,65,58,18,0,model_X
subj_01,2025-05-03T09:15:00,71,24,3,0,model_X
subj_01,2025-05-03T09:16:00,66,62,11,0,model_X
subj_01,2025-05-03T09:17:00,92,28,0,0,model_X
subj_01,2025-05-03T09:18:00,79,36,19,0,model_X
subj_01,2025-05-03T09:19:00,67,58,0,0,model_X
subj_01,2025-05-03T09:20:00,77,69,15,0,model_X
subj_01,2025-05-03T09:21:00,64,66,0,0,model_X
subj_01,2025-05-03T09:22:00,75,64,0,0,model_X
subj_01,2025-05-03T09:23:00,79,47,0,0,model_X
subj_01,2025-05-03T09:24:00,58,58,15,0,model_X
subj_01,2025-05-03T09:25:00,58,74,28,0,model_X
subj_01,2025-05-03T09:26:00,60,49,0,0,model_X
subj_01,2025-05-03T09:27:00,69,33,0,0,model_X
subj_01,2025-05-03T09:28:00,62,80,0,0,model_X
subj_01,2025-05-03T09:29:00,56,42,0,0,model_X
subj_01,2025-05-03T09:30:00,63,56,8,0,model_X
subj_01,2025-05-03T09:31:00,59,40,12,0,model_X
subj_01,2025-05-03T09:32:00,81,44,1,0,model_X
subj_01,2025-05-03T09:33:00,87,67,6,0,model_X
subj_01,2025-05-03T09:34:00,75,62,0,0,model_X
subj_01,2025-05-03T09:35:00,73,37,0,0,model_X
subj_01,2025-05-03T09:36:00,53,73,21,0,model_X
subj_01,2025-05-03T09:37:00,75,55,20,0,model_X
subj_01,2025-05-03T09:38:00,77,65,5,0,model_X
subj_01,2025-05-03T09:39:00,77,38,17,0,model_X
subj_01,2025-05-03T09:40:00,62,28,0,0,model_X
subj_01,2025-05-03T09:41:00,88,54,17,0,model_X
subj_01,2025-05-03T09:42:00,62,52,0,0,model_X
subj_01,2025-05-03T09:43:00,77,59,0,0,model_X
subj_01,2025-05-03T09:44:00,67,24,13,0,model_X
subj_01,2025-05-03T09:45:00,79,75,5,0,model_X
subj_01,2025-05-03T09:46:00,71,60,0,0,model_X
subj_01,2025-05-03T09:47:00,63,39,16,0,model_X
subj_01,2025-05-03T09:48:00,61,64,31,0,model_X
subj_01,2025-05-03T09:49:00,67,61,9,0,model_X
subj_01,2025-05-03T09:50:00,63,67,0,0,model_X
subj_01,2025-05-03T09:51:00,65,61,0,0,model_X
subj_01,2025-05-03T09:52:00,68,63,2,0,model_X
subj_01,2025-05-03T09:53:00,74,44,18,0,model_X
subj_01,2025-05-03T09:54:00,76,38,17,0,model_X
subj_01,2025-05-03T09:55:00,68,58,0,0,model_X
subj_01,2025-05-03T09:56:00,68,37,37,0,model_X
subj_01,2025-05-03T09:57:00,70,69,18,0,model_X
subj_01,2025-05-03T09:58:00,61,59,11,0,model_X
subj_01,2025-05-03T09:59:00,60,32,26,0,model_X
subj_01,2025-05-03T10:00:00,67,79,0,0,model_X
subj_01,2025-05-03T10:01:00,71,37,0,0,model_X
subj_01,2025-05-03T10:02:00,54,54,0,0,model_X
subj_01,2025-05-03T10:03:00,79,62,6,0,model_X
subj_01,2025-05-03T10:04:00,68,70,0,0,model_X
subj_01,2025-05-03T10:05:00,60,42,0,0,model_X
subj_01,2025-05-03T10:06:00,64,59,14,0,model_X
subj_01,2025-05-03T10:07:00,62,64,2,0,model_X
subj_01,2025-05-03T10:08:00,74,46,10,0,model_X
subj_01,2025-05-03T10:09:00,94,48,1,0,model_X
subj_01,2025-05-03T10:10:00,72,66,3,0,model_X
subj_01,2025-05-03T10:11:00,68,63,0,0,model_X
subj_01,2025-05-03T10:12:00,71,59,0,0,model_X
subj_01,2025-05-03T10:13:00,64,39,0,0,model_X
subj_01,2025-05-03T10:14:00,71,79,24,0,model_X
subj_01,2025-05-03T10:15:00,78,57,0,0,model_X
subj_01,2025-05-03T10:16:00,74,43,0,0,model_X
subj_01,2025-05-03T10:17:00,57,49,24,0,model_X
subj_01,2025-05-03T10:18:00,64,48,38,0,model_X
subj_01,2025-05-03T10:19:00,73,50,0,0,model_X
subj_01,2025-05-03T10:20:00,89,44,0,0,model_X
subj_01,2025-05-03T10:21:00,59,43,24,0,model_X
subj_01,2025-05-03T10:22:00,59,44,15,0,model_X
subj_01,2025-05-03T10:23:00,58,42,0,0,model_X
subj_01,2025-05-03T10:24:00,64,36,5,0,model_X
subj_01,2025-05-03T10:25:00,72,72,0,0,model_X
subj_01,2025-05-03T10:26:00,69,47,0,0,model_X
subj_01,2025-05-03T10:27:00,53,43,16,0,model_X
subj_01,2025-05-03T10:28:00,51,70,21,0,model_X
subj_01,2025-05-03T10:29:00,92,60,23,0,model_X
subj_01,2025-05-03T10:30:00,77,67,27,0,model_X
subj_01,2025-05-03T10:31:00,74,64,0,0,model_X
subj_01,2025-05-03T10:32:00,75,71,0,0,model_X
subj_01,2025-05-03T10:33:00,68,59,0,0,model_X
subj_01,2025-05-03T10:34:00,69,63,11,0,model_X
subj_01,2025-05-03T10:35:00,78,46,10,0,model_X
subj_01,2025-05-03T10:36:00,56,36,0,0,model_X
subj_01,2025-05-03T10:37:00,77,50,37,0,model_X
subj_01,2025-05-03T10:38:00,73,39,17,0,model_X
subj_01,2025-05-03T10:39:00,91,53,17,0,model_X
subj_01,2025-05-03T10:40:00,60,56,0,0,model_X
subj_01,2025-05-03T10:41:00,66,28,28,0,model_X
subj_01,2025-05-03T10:42:00,58,62,0,0,model_X
subj_01,2025-05-03T10:43:00,61,42,0,0,model_X
subj_01,2025-05-03T10:44:00,61,70,23,0,model_X
subj_01,2025-05-03T10:45:00,83,41,18,0,model_X
subj_01,2025-05-03T10:46:00,68,38,6,0,model_X
subj_01,2025-05-03T10:47:00,75,56,7,0,model_X
subj_01,2025-05-03T10:48:00,71,30,28,0,model_X
subj_01,2025-05-03T10:49:00,74,55,7,0,model_X
subj_01,2025-05-03T10:50:00,94,52,44,0,model_X
subj_01,2025-05-03T10:51:00,61,42,41,0,model_X
subj_01,2025-05-03T10:52:00,62,18,13,0,model_X
subj_01,2025-05-03T10:53:00,82,53,0,0,model_X
subj_01,2025-05-03T10:54:00,63,60,0,0,model_X
subj_01,2025-05-03T10:55:00,80,78,8,0,model_X
subj_01,2025-05-03T10:56:00,63,45,15,0,model_X
subj_01,2025-05-03T10:57:00,56,75,0,0,model_X
subj_01,2025-05-03T10:58:00,43,50,0,0,model_X
subj_01,2025-05-03T10:59:00,70,62,0,0,model_X
subj_01,2025-05-03T11:00:00,90,79,34,0,model_X
subj_01,2025-05-03T11:01:00,53,51,0,0,model_X
subj_01,2025-05-03T11:02:00,64,49,17,0,model_X
subj_01,2025-05-03T11:03:00,67,39,0,0,model_X
subj_01,2025-05-03T11:04:00,68,65,12,0,model_X
subj_01,2025-05-03T11:05:00,63,53,0,0,model_X
subj_01,2025-05-03T11:06:00,72,40,2,0,model_X
subj_01,2025-05-03T11:07:00,75,72,4,0,model_X
subj_01,2025-05-03T11:08:00,71,84,0,0,model_X
subj_01,2025-05-03T11:09:00,60,70,22,0,model_X
subj_01,2025-05-03T11:10:00,56,26,14,0,model_X
subj_01,2025-05-03T11:11:00,74,66,13,0,model_X
subj_01,2025-05-03T11:12:00,72,48,6,0,model_X
subj_01,2025-05-03T11:13:00,72,60,22,0,model_X
subj_01,2025-05-03T11:14:00,77,72,30,0,model_X
subj_01,2025-05-03T11:15:00,62,56,0,0,model_X
subj_01,2025-05-03T11:16:00,60,43,23,0,model_X
subj_01,2025-05-03T11:17:00,86,61,6,0,model_X
subj_01,2025-05-03T11:18:00,74,75,0,0,model_X
subj_01,2025-05-03T11:19:00,63,58,3,0,model_X
subj_01,2025-05-03T11:20:00,72,41,10,0,model_X
subj_01,2025-05-03T11:21:00,54,45,0,0,model_X
subj_01,2025-05-03T11:22:00,78,49,5,0,model_X
subj_01,2025-05-03T11:23:00,65,47,0,0,model_X
subj_01,2025-05-03T11:24:00,68,43,19,0,model_X
subj_01,2025-05-03T11:25:00,76,70,0,0,model_X
subj_01,2025-05-03T11:26:00,72,55,0,0,model_X
subj_01,2025-05-03T11:27:00,67,66,6,0,model_X
subj_01,2025-05-03T11:28:00,85,49,23,0,model_X
subj_01,2025-05-03T11:29:00,61,52,0,0,model_X
subj_01,2025-05-03T11:30:00,65,49,2,0,model_X
subj_01,2025-05-03T11:31:00,70,68,0,0,model_X
subj_01,2025-05-03T11:32:00,67,52,10,0,model_X
subj_01,2025-05-03T11:33:00,65,62,9,0,model_X
subj_01,2025-05-03T11:34:00,64,41,0,0,model_X
subj_01,2025-05-03T11:35:00,63,77,0,0,model_X
subj_01,2025-05-03T11:36:00,71,72,0,0,model_X
subj_01,2025-05-03T11:37:00,70,49,0,0,model_X
subj_01,2025-05-03T11:38:00,77,82,0,0,model_X
subj_01,2025-05-03T11:39:00,74,69,18,0,model_X
subj_01,2025-05-03T11:40:00,73,47,0,0,model_X
subj_01,2025-05-03T11:41:00,70,51,17,0,model_X
subj_01,2025-05-03T11:42:00,62,42,12,0,model_X
subj_01,2025-05-03T11:43:00,74,76,0,0,model_X
subj_01,2025-05-03T11:44:00,49,70,0,0,model_X
subj_01,2025-05-03T11:45:00,83,30,0,0,model_X
subj_01,2025-05-03T11:46:00,65,84,20,0,model_X
subj_01,2025-05-03T11:47:00,67,53,25,0,model_X
subj_01,2025-05-03T11:48:00,71,60,0,0,model_X
subj_01,2025-05-03T11:49:00,61,41,11,0,model_X
subj_01,2025-05-03T11:50:00,78,60,0,0,model_X
subj_01,2025-05-03T11:51:00,87,47,40,0,model_X
subj_01,2025-05-03T11:52:00,83,73,0,0,model_X
subj_01,2025-05-03T11:53:00,63,65,26,0,model_X
subj_01,2025-05-03T11:54:00,77,62,7,0,model_X
subj_01,2025-05-03T11:55:00,73,46,10,0,model_X
subj_01,2025-05-03T11:56:00,65,62,17,0,model_X
subj_01,2025-05-03T11:57:00,73,47,18,0,model_X
subj_01,2025-05-03T11:58:00,86,71,10,0,model_X
subj_01,2025-05-03T11:59:00,61,40,0,0,model_X
subj_01,2025-05-03T12:00:00,54,73,11,0,model_X
subj_01,2025-05-03T12:01:00,67,55,11,0,model_X
subj_01,2025-05-03T12:02:00,83,47,39,0,model_X
subj_01,2025-05-03T12:03:00,66,57,14,0,model_X
subj_01,2025-05-03T12:04:00,66,48,0,0,model_X
subj_01,2025-05-03T12:05:00,69,35,0,0,model_X
subj_01,2025-05-03T12:06:00,71,37,0,0,model_X
subj_01,2025-05-03T12:07:00,39,36,4,0,model_X
subj_01,2025-05-03T12:08:00,63,67,0,0,model_X
subj_01,2025-05-03T12:09:00,73,58,14,0,model_X
subj_01,2025-05-03T12:10:00,61,46,18,0,model_X
subj_01,2025-05-03T12:11:00,50,66,1,0,model_X
subj_01,2025-05-03T12:12:00,62,50,0,0,model_X
subj_01,2025-05-03T12:13:00,74,74,0,0,model_X
subj_01,2025-05-03T12:14:00,64,63,5,0,model_X
subj_01,2025-05-03T12:15:00,63,10,0,0,model_X
subj_01,2025-05-03T12:16:00,77,58,0,0,model_X
subj_01,2025-05-03T12:17:00,70,38,0,0,model_X
subj_01,2025-05-03T12:18:00,65,50,10,0,model_X
subj_01,2025-05-03T12:19:00,76,60,7,0,model_X
subj_01,2025-05-03T12:20:00,61,61,24,0,model_X
subj_01,2025-05-03T12:21:00,71,60,0,0,model_X
subj_01,2025-05-03T12:22:00,57,26,8,0,model_X
subj_01,2025-05-03T12:23:00,52,76,0,0,model_X
subj_01,2025-05-03T12:24:00,37,65,12,0,model_X
subj_01,2025-05-03T12:25:00,62,40,0,0,model_X
subj_01,2025-05-03T12:26:00,88,60,0,0,model_X
subj_01,2025-05-03T12:27:00,76,73,0,0,model_X
subj_01,2025-05-03T12:28:00,64,76,0,0,model_X
subj_01,2025-05-03T12:29:00,62,67,0,0,model_X
subj_01,2025-05-03T12:30:00,71,46,17,0,model_X
subj_01,2025-05-03T12:31:00,70,59,0,0,model_X
subj_01,2025-05-03T12:32:00,67,68,7,0,model_X
subj_01,2025-05-03T12:33:00,63,48,0,0,model_X
subj_01,2025-05-03T12:34:00,64,43,15,0,model_X
subj_01,2025-05-03T12:35:00,47,57,28,0,model_X
subj_01,2025-05-03T12:36:00,62,62,3,0,model_X
subj_01,2025-05-03T12:37:00,61,62,8,0,model_X
subj_01,2025-05-03T12:38:00,71,76,27,0,model_X
subj_01,2025-05-03T12:39:00,68,50,0,0,model_X
subj_01,2025-05-03T12:40:00,54,30,16,0,model_X
subj_01,2025-05-03T12:41:00,69,53,31,0,model_X
subj_01,2025-05-03T12:42:00,61,55,0,0,model_X
subj_01,2025-05-03T12:43:00,71,50,11,0,model_X
subj_01,2025-05-03T12:44:00,59,61,0,0,model_X
subj_01,2025-05-03T12:45:00,63,40,20,0,model_X
subj_01,2025-05-03T12:46:00,84,50,0,0,model_X
subj_01,2025-05-03T12:47:00,60,56,0,0,model_X
subj_01,2025-05-03T12:48:00,73,44,1,0,model_X
subj_01,2025-05-03T12:49:00,60,24,0,0,model_X
subj_01,2025-05-03T12:50:00,65,41,0,0,model_X
subj_01,2025-05-03T12:51:00,75,38,13,0,model_X
subj_01,2025-05-03T12:52:00,62,39,0,0,model_X
subj_01,2025-05-03T12:53:00,77,26,9,0,model_X
subj_01,2025-05-03T12:54:00,74,63,0,0,model_X
subj_01,2025-05-03T12:55:00,65,51,17,0,model_X
subj_01,2025-05-03T12:56:00,78,27,0,0,model_X
subj_01,2025-05-03T12:57:00,48,51,0,0,model_X
subj_01,2025-05-03T12:58:00,56,59,21,0,model_X
subj_01,2025-05-03T12:59:00,58,75,3,0,model_X
subj_01,2025-05-03T13:00:00,71,50,0,0,model_X
subj_01,2025-05-03T13:01:00,73,45,0,0,model_X
subj_01,2025-05-03T13:02:00,84,64,0,0,model_X
subj_01,2025-05-03T13:03:00,77,34,20,0,model_X
subj_01,2025-05-03T13:04:00,79,54,8,0,model_X
subj_01,2025-05-03T13:05:00,68,50,0,0,model_X
subj_01,2025-05-03T13:06:00,54,54,24,0,model_X
subj_01,2025-05-03T13:07:00,62,54,22,0,model_X
subj_01,2025-05-03T13:08:00,72,59,0,0,model_X
subj_01,2025-05-03T13:09:00,62,61,13,0,model_X
subj_01,2025-05-03T13:10:00,81,47,2,0,model_X
subj_01,2025-05-03T13:11:00,66,47,19,0,model_X
subj_01,2025-05-03T13:12:00,77,48,9,0,model_X
subj_01,2025-05-03T13:13:00,84,65,0,0,model_X
subj_01,2025-05-03T13:14:00,66,60,0,0,model_X
subj_01,2025-05-03T13:15:00,82,58,0,0,model_X
subj_01,2025-05-03T13:16:00,62,56,12,0,model_X
subj_01,2025-05-03T13:17:00,69,50,17,0,model_X
subj_01,2025-05-03T13:18:00,75,45,0,0,model_X
subj_01,2025-05-03T13:19:00,81,53,17,0,model_X
subj_01,2025-05-03T13:20:00,58,60,16,0,model_X
subj_01,2025-05-03T13:21:00,65,48,22,0,model_X
subj_01,2025-05-03T13:22:00,73,87,0,0,model_X
subj_01,2025-05-03T13:23:00,75,45,0,0,model_X
subj_01,2025-05-03T13:24:00,67,69,2,0,model_X
subj_01,2025-05-03T13:25:00,75,50,0,0,model_X
subj_01,2025-05-03T13:26:00,85,19,14,0,model_X
subj_01,2025-05-03T13:27:00,68,71,0,0,model_X
subj_01,2025-05-03T13:28:00,50,57,6,0,model_X
subj_01,2025-05-03T13:29:00,56,42,0,0,model_X
subj_01,2025-05-03T13:30:00,71,42,22,0,model_X
subj_01,2025-05-03T13:31:00,73,36,0,0,model_X
subj_01,2025-05-03T13:32:00,88,55,14,0,model_X
subj_01,2025-05-03T13:33:00,74,61,0,0,model_X
subj_01,2025-05-03T13:34:00,68,57,4,0,model_X
subj_01,2025-05-03T13:35:00,79,66,0,0,model_X
subj_01,2025-05-03T13:36:00,75,57,17,0,model_X
subj_01,2025-05-03T13:37:00,65,64,0,0,model_X
subj_01,2025-05-03T13:38:00,73,73,20,0,model_X
subj_01,2025-05-03T13:39:00,76,67,6,0,model_X
subj_01,2025-05-03T13:40:00,74,49,6,0,model_X
subj_01,2025-05-03T13:41:00,74,49,0,0,model_X
subj_01,2025-05-03T13:42:00,66,82,34,0,model_X
subj_01,2025-05-03T13:43:00,54,79,0,0,model_X
subj_01,2025-05-03T13:44:00,60,65,16,0,model_X
subj_01,2025-05-03T13:45:00,71,49,2,0,model_X
subj_01,2025-05-03T13:46:00,74,27,11,0,model_X
subj_01,2025-05-03T13:47:00,62,53,0,0,model_X
subj_01,2025-05-03T13:48:00,72,63,0,0,model_X
subj_01,2025-05-03T13:49:00,76,67,0,0,model_X
subj_01,2025-05-03T13:50:00,70,31,50,0,model_X
subj_01,2025-05-03T13:51:00,78,91,0,0,model_X
subj_01,2025-05-03T13:52:00,61,28,24,0,model_X
subj_01,2025-05-03T13:53:00,64,72,0,0,model_X
subj_01,2025-05-03T13:54:00,69,78,0,0,model_X
subj_01,2025-05-03T13:55:00,69,41,0,0,model_X
subj_01,2025-05-03T13:56:00,78,56,11,0,model_X
subj_01,2025-05-03T13:57:00,64,37,0,0,model_X
subj_01,2025-05-03T13:58:00,62,52,10,0,model_X
subj_01,2025-05-03T13:59:00,78,71,0,0,model_X
subj_01,2025-05-03T14:00:00,88,60,23,0,model_X
subj_01,2025-05-03T14:01:00,71,55,10,0,model_X
subj_01,2025-05-03T14:02:00,66,42,12,0,model_X
subj_01,2025-05-03T14:03:00,65,68,6,0,model_X
subj_01,2025-05-03T14:04:00,76,68,5,0,model_X
subj_01,2025-05-03T14:05:00,57,77,0,0,model_X
subj_01,2025-05-03T14:06:00,75,39,11,0,model_X
subj_01,2025-05-03T14:07:00,69,58,0,0,model_X
subj_01,2025-05-03T14:08:00,78,65,3,0,model_X
subj_01,2025-05-03T14:09:00,91,57,26,0,model_X
subj_01,2025-05-03T14:10:00,82,81,0,0,model_X
subj_01,2025-05-03T14:11:00,72,52,8,0,model_X
subj_01,2025-05-03T14:12:00,72,69,3,0,model_X
subj_01,2025-05-03T14:13:00,70,49,19,0,model_X
subj_01,2025-05-03T14:14:00,73,87,0,0,model_X
subj_01,2025-05-03T14:15:00,73,39,0,0,model_X
subj_01,2025-05-03T14:16:00,44,46,2,0,model_X
subj_01,2025-05-03T14:17:00,62,13,0,0,model_X
subj_01,2025-05-03T14:18:00,70,69,14,0,model_X
subj_01,2025-05-03T14:19:00,73,49,4,0,model_X
subj_01,2025-05-03T14:20:00,81,56,0,0,model_X
subj_01,2025-05-03T14:21:00,71,42,9,0,model_X
subj_01,2025-05-03T14:22:00,52,63,5,0,model_X
subj_01,2025-05-03T14:23:00,60,38,0,0,model_X
subj_01,2025-05-03T14:24:00,66,51,0,0,model_X
subj_01,2025-05-03T14:25:00,67,55,2,0,model_X
subj_01,2025-05-03T14:26:00,66,60,29,0,model_X
subj_01,2025-05-03T14:27:00,59,44,0,0,model_X
subj_01,2025-05-03T14:28:00,73,46,0,0,model_X
subj_01,2025-05-03T14:29:00,90,34,26,0,model_X
subj_01,2025-05-03T14:30:00,62,52,0,0,model_X
subj_01,2025-05-03T14:31:00,57,57,0,0,model_X
subj_01,2025-05-03T14:32:00,65,34,0,0,model_X
subj_01,2025-05-03T14:33:00,83,60,25,0,model_X
subj_01,2025-05-03T14:34:00,82,64,8,0,model_X
subj_01,2025-05-03T14:35:00,55,72,0,0,model_X
subj_01,2025-05-03T14:36:00,83,64,0,0,model_X
subj_01,2025-05-03T14:37:00,70,61,12,0,model_X
subj_01,2025-05-03T14:38:00,62,93,1,0,model_X
subj_01,2025-05-03T14:39:00,69,50,3,0,model_X
subj_01,2025-05-03T14:40:00,61,24,0,0,model_X
subj_01,2025-05-03T14:41:00,81,66,0,0,model_X
subj_01,2025-05-03T14:42:00,57,46,15,0,model_X
subj_01,2025-05-03T14:43:00,69,51,7,0,model_X
subj_01,2025-05-03T14:44:00,85,79,10,0,model_X
subj_01,2025-05-03T14:45:00,70,40,0,0,model_X
subj_01,2025-05-03T14:46:00,70,66,2,0,model_X
subj_01,2025-05-03T14:47:00,59,37,25,0,model_X
subj_01,2025-05-03T14:48:00,75,48,26,0,model_X
subj_01,2025-05-03T14:49:00,68,51,26,0,model_X
subj_01,2025-05-03T14:50:00,81,60,20,0,model_X
subj_01,2025-05-03T14:51:00,71,55,0,0,model_X
subj_01,2025-05-03T14:52:00,69,47,0,0,model_X
subj_01,2025-05-03T14:53:00,63,58,20,0,model_X
subj_01,2025-05-03T14:54:00,72,42,0,0,model_X
subj_01,2025-05-03T14:55:00,72,44,0,0,model_X
subj_01,2025-05-03T14:56:00,72,39,10,0,model_X
subj_01,2025-05-03T14:57:00,73,45,5,0,model_X
subj_01,2025-05-03T14:58:00,66,37,37,0,model_X
subj_01,2025-05-03T14:59:00,49,70,26,0,model_X
subj_01,2025-05-03T15:00:00,67,38,16,0,model_X
subj_01,2025-05-03T15:01:00,56,33,6,0,model_X
subj_01,2025-05-03T15:02:00,66,73,3,0,model_X
subj_01,2025-05-03T15:03:00,57,75,0,0,model_X
subj_01,2025-05-03T15:04:00,69,33,0,0,model_X
subj_01,2025-05-03T15:05:00,72,56,0,0,model_X
subj_01,2025-05-03T15:06:00,74,59,0,0,model_X
subj_01,2025-05-03T15:07:00,56,32,0,0,model_X
subj_01,2025-05-03T15:08:00,51,73,0,0,model_X
subj_01,2025-05-03T15:09:00,72,72,8,0,model_X
subj_01,2025-05-03T15:10:00,82,45,14,0,model_X
subj_01,2025-05-03T15:11:00,61,37,15,0,model_X
subj_01,2025-05-03T15:12:00,68,53,23,0,model_X
subj_01,2025-05-03T15:13:00,65,49,0,0,model_X
subj_01,2025-05-03T15:14:00,64,52,14,0,model_X
subj_01,2025-05-03T15:15:00,73,79,1,0,model_X
subj_01,2025-05-03T15:16:00,74,57,0,0,model_X
subj_01,2025-05-03T15:17:00,73,45,19,0,model_X
subj_01,2025-05-03T15:18:00,56,54,11,0,model_X
subj_01,2025-05-03T15:19:00,79,50,0,0,model_X
subj_01,2025-05-03T15:20:00,76,68,4,0,model_X
subj_01,2025-05-03T15:21:00,60,29,27,0,model_X
subj_01,2025-05-03T15:22:00,71,69,3,0,model_X
subj_01,2025-05-03T15:23:00,65,90,0,0,model_X
subj_01,2025-05-03T15:24:00,75,42,0,0,model_X
subj_01,2025-05-03T15:25:00,52,26,2,0,model_X
subj_01,2025-05-03T15:26:00,55,53,3,0,model_X
subj_01,2025-05-03T15:27:00,79,64,34,0,model_X
subj_01,2025-05-03T15:28:00,53,58,1,0,model_X
subj_01,2025-05-03T15:29:00,74,64,0,0,model_X
subj_01,2025-05-03T15:30:00,64,45,35,0,model_X
subj_01,2025-05-03T15:31:00,70,33,0,0,model_X
subj_01,2025-05-03T15:32:00,76,43,2,0,model_X
subj_01,2025-05-03T15:33:00,61,59,31,0,model_X
subj_01,2025-05-03T15:34:00,64,90,12,0,model_X
subj_01,2025-05-03T15:35:00,78,42,8,0,model_X
subj_01,2025-05-03T15:36:00,59,44,7,0,model_X
subj_01,2025-05-03T15:37:00,77,77,10,0,model_X
subj_01,2025-05-03T15:38:00,78,39,0,0,model_X
subj_01,2025-05-03T15:39:00,61,72,16,0,model_X
subj_01,2025-05-03T15:40:00,70,49,14,0,model_X
subj_01,2025-05-03T15:41:00,66,64,24,0,model_X
subj_01,2025-05-03T15:42:00,77,50,1,0,model_X
subj_01,2025-05-03T15:43:00,75,53,22,0,model_X
subj_01,2025-05-03T15:44:00,66,48,14,0,model_X
subj_01,2025-05-03T15:45:00,70,73,0,0,model_X
subj_01,2025-05-03T15:46:00,74,62,0,0,model_X
subj_01,2025-05-03T15:47:00,45,53,0,0,model_X
subj_01,2025-05-03T15:48:00,71,59,10,0,model_X
subj_01,2025-05-03T15:49:00,73,81,0,0,model_X
subj_01,2025-05-03T15:50:00,61,62,13,0,model_X
subj_01,2025-05-03T15:51:00,66,40,0,0,model_X
subj_01,2025-05-03T15:52:00,59,47,10,0,model_X
subj_01,2025-05-03T15:53:00,85,63,4,0,model_X
subj_01,2025-05-03T15:54:00,66,64,7,0,model_X
subj_01,2025-05-03T15:55:00,62,24,39,0,model_X
subj_01,2025-05-03T15:56:00,79,71,11,0,model_X
subj_01,2025-05-03T15:57:00,73,53,0,0,model_X
subj_01,2025-05-03T15:58:00,80,79,28,0,model_X
subj_01,2025-05-03T15:59:00,82,72,6,0,model_X
subj_01,2025-05-03T16:00:00,53,62,0,0,model_X
subj_01,2025-05-03T16:01:00,65,49,0,0,model_X
subj_01,2025-05-03T16:02:00,64,45,22,0,model_X
subj_01,2025-05-03T16:03:00,68,57,16,0,model_X
subj_01,2025-05-03T16:04:00,64,58,0,0,model_X
subj_01,2025-05-03T16:05:00,75,47,10,0,model_X
subj_01,2025-05-03T16:06:00,61,38,0,0,model_X
subj_01,2025-05-03T16:07:00,59,34,12,0,model_X
subj_01,2025-05-03T16:08:00,59,53,14,0,model_X
subj_01,2025-05-03T16:09:00,68,66,19,0,model_X
subj_01,2025-05-03T16:10:00,67,59,0,0,model_X
subj_01,2025-05-03T16:11:00,81,24,6,0,model_X
subj_01,2025-05-03T16:12:00,92,75,2,0,model_X
subj_01,2025-05-03T16:13:00,83,78,0,0,model_X
subj_01,2025-05-03T16:14:00,67,76,0,0,model_X
subj_01,2025-05-03T16:15:00,71,41,15,0,model_X
subj_01,2025-05-03T16:16:00,75,38,24,0,model_X
subj_01,2025-05-03T16:17:00,74,46,0,0,model_X
subj_01,2025-05-03T16:18:00,63,59,0,0,model_X
subj_01,2025-05-03T16:19:00,55,40,0,0,model_X
subj_01,2025-05-03T16:20:00,60,51,15,0,model_X
subj_01,2025-05-03T16:21:00,76,39,18,0,model_X
subj_01,2025-05-03T16:22:00,59,47,26,0,model_X
subj_01,2025-05-03T16:23:00,77,44,0,0,model_X
subj_01,2025-05-03T16:24:00,81,67,0,0,model_X
subj_01,2025-05-03T16:25:00,62,69,0,0,model_X
subj_01,2025-05-03T16:26:00,73,28,36,0,model_X
subj_01,2025-05-03T16:27:00,73,53,5,0,model_X
subj_01,2025-05-03T16:28:00,78,27,6,0,model_X
subj_01,2025-05-03T16:29:00,63,40,33,0,model_X
subj_01,2025-05-03T16:30:00,75,60,21,0,model_X
subj_01,2025-05-03T16:31:00,61,76,0,0,model_X
subj_01,2025-05-03T16:32:00,55,71,2,0,model_X
subj_01,2025-05-03T16:33:00,83,54,3,0,model_X
subj_01,2025-05-03T16:34:00,69,45,0,0,model_X
